FFTlog decomposition of k^-1P(k) 
| n | c_n, Re() ,  Im() | nu_n, Re(), Im() |
91. 	-0.37322246  	1.1998001    	-1.9	-2.794471 
92. 	-1.5442809   	-1.0035087   	-1.9	-2.5150239
93. 	1.8037552    	-3.706425    	-1.9	-2.2355768
94. 	8.7050469    	0.19446447   	-1.9	-1.9561297
95. 	8.4245487    	14.321608    	-1.9	-1.6766826
96. 	-11.988991   	26.622247    	-1.9	-1.3972355
97. 	-46.202772   	11.149182    	-1.9	-1.1177884
98. 	-57.040614   	-42.292154   	-1.9	-0.8383413
99. 	-8.1257004   	-95.550608   	-1.9	-0.5588942
100.	78.448563    	-84.771076   	-1.9	-0.2794471
101.	123.00845    	0            	-1.9	0         
