5.123152709359590773e-02,3.250620563620632897e+00
1.497536945812807385e-01,1.702511604877520313e+01
2.482758620689654583e-01,3.306428302382250450e+01
3.467980295566501781e-01,4.200119400385738544e+01
4.532019704433496443e-01,4.808849381331012296e+01
6.108374384236452403e-01,5.235917768160646801e+01
7.566502463054187722e-01,4.968475017362996482e+01
9.536945812807879896e-01,4.157804404762848804e+01
1.150738916256157651e+00,3.247843313399164344e+01
1.347783251231527091e+00,2.529471241589711994e+01
1.548768472906403959e+00,1.972298637007145317e+01
1.749753694581280827e+00,1.351124118676277064e+01
1.954679802955665346e+00,8.725487305954652939e+00
2.147783251231527579e+00,5.649817668130752146e+00
2.348768472906404448e+00,3.711840535890789106e+00
2.545812807881773665e+00,2.691073100809583618e+00
2.758620689655172598e+00,2.628263643686075568e+00
2.947783251231527402e+00,2.207589275467651824e+00
3.050246305418719217e+00,2.126823876552383918e+00
3.144827586206896619e+00,2.155801122923363788e+00
3.251231527093596085e+00,1.826496565735599820e+00
3.448275862068966191e+00,1.442509190875826963e+00
3.550738916256158006e+00,1.310154149106587340e+00
3.645320197044335409e+00,1.046576959458187517e+00
3.747783251231528112e+00,1.214353073944114181e+00
3.850246305418719928e+00,1.030648913854180337e+00
3.944827586206897330e+00,9.438259820908512232e-01
